代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),均价(元),市盈率,
000031.SZ,中粮地产,1993-10-08,--,12,12.15,11.6,11.65,3047200,35862000,--,--,11.7688,--,
000031.SZ,中粮地产,1993-10-11,11.65,12,12.15,11.6,11.65,3047200,35862000,0,0,11.7688,--,
000031.SZ,中粮地产,1993-10-12,11.65,11.05,11.3,11,11.2,1229500,13668000,-0.45,-3.8627,11.1167,--,
000031.SZ,中粮地产,1993-10-13,11.2,11.2,11.25,10.8,10.8,1098600,12022000,-0.4,-3.5714,10.943,--,
000031.SZ,中粮地产,1993-10-14,10.8,10.7,10.8,10.5,10.8,1054200,11146000,0,0,10.5729,--,
000031.SZ,中粮地产,1993-10-15,10.8,10.8,11,10.7,10.9,794700,8632000,0.1,0.9259,10.862,--,
000031.SZ,中粮地产,1993-10-18,10.9,10.9,10.9,10.45,10.45,916900,9658000,-0.45,-4.1284,10.5333,--,
000031.SZ,中粮地产,1993-10-19,10.45,10.4,10.9,10.25,10.5,886600,9308000,0.05,0.4785,10.4985,--,
000031.SZ,中粮地产,1993-10-20,10.5,10.4,10.5,10.3,10.35,458500,4755000,-0.15,-1.4286,10.3708,--,
000031.SZ,中粮地产,1993-10-21,10.35,10.35,10.4,10.25,10.25,509400,5250000,-0.1,-0.9662,10.3062,--,
000031.SZ,中粮地产,1993-10-22,10.25,10.2,10.2,10,10.2,832800,8433000,-0.05,-0.4878,10.1261,--,
000031.SZ,中粮地产,1993-10-25,10.2,10.1,10.1,9.85,9.9,843900,8414000,-0.3,-2.9412,9.9704,--,
000031.SZ,中粮地产,1993-10-26,9.9,9.9,10.1,9.7,10.1,610700,5997000,0.2,2.0202,9.8199,--,
000031.SZ,中粮地产,1993-10-27,10.1,10.25,10.3,9.8,10.05,1049800,10599000,-0.05,-0.495,10.0962,--,
000031.SZ,中粮地产,1993-10-28,10.05,10,10.5,9.9,10.45,880800,8987000,0.4,3.9801,10.2032,--,
000031.SZ,中粮地产,1993-10-29,10.45,10.6,10.6,10.05,10.05,1138300,11797000,-0.4,-3.8278,10.3637,--,
000031.SZ,中粮地产,1993-11-01,10.05,10,10.05,9.9,9.9,400200,3991000,-0.15,-1.4925,9.9725,--,
000031.SZ,中粮地产,1993-11-02,9.9,9.9,10.2,9.9,10.05,292400,2935000,0.15,1.5152,10.0376,--,
000031.SZ,中粮地产,1993-11-03,10.05,10.1,10.15,9.9,9.9,327800,3284000,-0.15,-1.4925,10.0183,--,
000031.SZ,中粮地产,1993-11-04,9.9,9.95,9.95,9.75,9.8,227500,2230000,-0.1,-1.0101,9.8022,--,
000031.SZ,中粮地产,1993-11-05,9.8,9.75,9.9,9.7,9.9,297300,2910000,0.1,1.0204,9.7881,--,
000031.SZ,中粮地产,1993-11-08,9.9,9.9,10.5,9.85,10.2,845100,8520000,0.3,3.0303,10.0816,--,
000031.SZ,中粮地产,1993-11-09,10.2,10.1,10.1,9.85,9.85,527300,5254000,-0.35,-3.4314,9.964,--,
000031.SZ,中粮地产,1993-11-10,9.85,9.8,10.5,9.8,10.35,1970700,20249000,0.5,5.0761,10.275,--,
000031.SZ,中粮地产,1993-11-11,10.35,10.5,10.9,10.4,10.8,2593400,27551000,0.45,4.3478,10.6235,--,
000031.SZ,中粮地产,1993-11-12,10.8,10.95,11.5,10.95,11.45,5651100,63938000,0.65,6.0185,11.3143,--,
000031.SZ,中粮地产,1993-11-15,11.45,11.6,12,11.6,11.6,4697600,55307000,0.15,1.31,11.7735,--,
000031.SZ,中粮地产,1993-11-16,11.6,11.45,11.45,11,11.15,2514100,28329000,-0.45,-3.8793,11.268,--,
000031.SZ,中粮地产,1993-11-17,11.15,11.15,11.5,11.15,11.3,1703500,19285000,0.15,1.3453,11.3208,--,
000031.SZ,中粮地产,1993-11-18,11.3,11.4,11.85,11.25,11.3,2974200,34368000,0,0,11.5554,--,
000031.SZ,中粮地产,1993-11-19,11.3,11.45,11.6,11.3,11.6,2606100,29851000,0.3,2.6549,11.4543,--,
000031.SZ,中粮地产,1993-11-22,11.6,11.75,12.55,11.75,12,5324900,64613000,0.4,3.4483,12.1341,--,
000031.SZ,中粮地产,1993-11-23,12,12.1,12.2,11.4,11.4,1980900,23194000,-0.6,-5,11.7088,--,
000031.SZ,中粮地产,1993-11-24,11.4,11.25,11.5,10.8,11.05,1665600,18536000,-0.35,-3.0702,11.1287,--,
000031.SZ,中粮地产,1993-11-25,11.05,11.1,11.35,10.9,11.25,1145600,12802000,0.2,1.81,11.1749,--,
000031.SZ,中粮地产,1993-11-26,11.25,11.2,11.25,10.9,11,856800,9475000,-0.25,-2.2222,11.0586,--,
000031.SZ,中粮地产,1993-11-29,11,10.85,10.9,10.65,10.75,585100,6276000,-0.25,-2.2727,10.7264,--,
000031.SZ,中粮地产,1993-11-30,10.75,10.8,10.9,10.6,10.6,530500,5698000,-0.15,-1.3953,10.7408,--,
000031.SZ,中粮地产,1993-12-01,10.6,10.6,10.7,10.3,10.3,428100,4473000,-0.3,-2.8302,10.4485,--,
