代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),均价(元),市盈率,
000001.SZ,平安银行,1991-04-03,--,49,49,49,49,100,5000,--,--,50,33.531,
000001.SZ,平安银行,1991-04-04,49,48.76,48.76,48.76,48.76,300,15000,-0.24,-0.4898,50,33.3667,
000001.SZ,平安银行,1991-04-05,48.76,48.52,48.52,48.52,48.52,200,10000,-0.24,-0.4922,50,33.2025,
000001.SZ,平安银行,1991-04-08,48.52,48.04,48.04,48.04,48.04,200,10000,-0.48,-0.9893,50,32.874,
000001.SZ,平安银行,1991-04-09,48.04,47.8,47.8,47.8,47.8,400,19000,-0.24,-0.4996,47.5,32.7098,
000001.SZ,平安银行,1991-04-10,47.8,47.56,47.56,47.56,47.56,1500,71000,-0.24,-0.5021,47.3333,32.5456,
000001.SZ,平安银行,1991-04-11,47.56,47.56,47.56,47.56,47.56,--,--,0,0,--,32.5456,
000001.SZ,平安银行,1991-04-12,47.56,47.08,47.08,47.08,47.08,800,38000,-0.48,-1.0093,47.5,32.2171,
000001.SZ,平安银行,1991-04-16,47.08,46.38,46.38,46.38,46.38,200,9000,-0.7,-1.4868,45,31.7381,
000001.SZ,平安银行,1991-04-17,46.38,46.15,46.15,46.15,46.15,100,5000,-0.23,-0.4959,50,31.5807,
000001.SZ,平安银行,1991-04-18,46.15,45.92,45.92,45.92,45.92,400,18000,-0.23,-0.4984,45,31.4233,
000001.SZ,平安银行,1991-04-19,45.92,45.69,45.69,45.69,45.69,200,9000,-0.23,-0.5009,45,31.2659,
000001.SZ,平安银行,1991-04-22,45.69,45.46,45.46,45.46,45.46,--,--,-0.23,-0.5034,--,31.1085,
000001.SZ,平安银行,1991-04-23,45.46,45,45,45,45,2800,126000,-0.46,-1.0119,45,30.7938,
000001.SZ,平安银行,1991-04-24,45,44.78,44.78,44.78,44.78,1600,72000,-0.22,-0.4889,45,30.6432,
000001.SZ,平安银行,1991-04-25,44.78,44.56,44.56,44.56,44.56,1500,67000,-0.22,-0.4913,44.6667,30.4927,
000001.SZ,平安银行,1991-04-26,44.56,44.34,44.34,44.34,44.34,800,35000,-0.22,-0.4937,43.75,30.3421,
000001.SZ,平安银行,1991-04-29,44.34,43.9,43.9,43.9,43.9,400,17000,-0.44,-0.9923,42.5,30.041,
000001.SZ,平安银行,1991-04-30,43.9,43.68,43.68,43.68,43.68,200,9000,-0.22,-0.5011,45,29.8905,
000001.SZ,平安银行,1991-05-02,43.68,43.46,43.46,43.46,43.46,200,9000,-0.22,40.2388,45,29.7399,
000001.SZ,平安银行,1991-05-03,43.46,43.24,43.24,43.24,43.24,300,13000,-0.22,-0.5062,43.3333,29.5894,
000001.SZ,平安银行,1991-05-06,43.24,43.02,43.02,43.02,43.02,--,--,-0.22,-0.5088,--,29.4388,
000001.SZ,平安银行,1991-05-07,43.02,42.59,42.59,42.59,42.59,200,8000,-0.43,-0.9995,40,29.1446,
000001.SZ,平安银行,1991-05-08,42.59,42.38,42.38,42.38,42.38,10900,462000,-0.21,-0.4931,42.3853,29.0009,
000001.SZ,平安银行,1991-05-09,42.38,42.17,42.17,42.17,42.17,1500,63000,-0.21,-0.4955,42,28.8572,
000001.SZ,平安银行,1991-05-10,42.17,41.96,41.96,41.96,41.96,2000,84000,-0.21,-0.498,42,28.7135,
000001.SZ,平安银行,1991-05-13,41.96,41.54,41.54,41.54,41.54,1900,79000,-0.42,-1.001,41.5789,28.4261,
000001.SZ,平安银行,1991-05-14,41.54,41.33,41.33,41.33,41.33,5500,227000,-0.21,-0.5055,41.2727,28.2824,
000001.SZ,平安银行,1991-05-15,41.33,41.12,41.12,41.12,41.12,38700,1591000,-0.21,-0.5081,41.1111,28.1387,
000001.SZ,平安银行,1991-05-16,41.12,40.91,40.91,40.91,40.91,49300,2017000,-0.21,-0.5107,40.9128,27.9949,
000001.SZ,平安银行,1991-05-17,40.91,40.71,40.71,40.71,40.71,41900,1706000,-0.2,-0.4889,40.716,27.8581,
000001.SZ,平安银行,1991-05-20,40.71,40.31,40.31,40.31,40.31,5100,205000,-0.4,-0.9826,40.1961,27.5844,
000001.SZ,平安银行,1991-05-21,40.31,40.11,40.11,40.11,40.11,6300,253000,-0.2,-0.4962,40.1587,27.4475,
000001.SZ,平安银行,1991-05-22,40.11,39.91,39.91,39.91,39.91,4300,171000,-0.2,-0.4986,39.7674,27.3106,
000001.SZ,平安银行,1991-05-23,39.91,39.71,39.71,39.71,39.71,1700,67000,-0.2,-0.5011,39.4118,27.1738,
000001.SZ,平安银行,1991-05-24,39.71,39.51,39.51,39.51,39.51,300,12000,-0.2,-0.5037,40,27.0369,
000001.SZ,平安银行,1991-05-27,39.51,39.11,39.11,39.11,39.11,500,19000,-0.4,-1.0124,38,26.7632,
000001.SZ,平安银行,1991-05-28,39.11,38.91,38.91,38.91,38.91,300,12000,-0.2,-0.5114,40,26.6263,
000001.SZ,平安银行,1991-05-29,38.91,38.72,38.72,38.72,38.72,3600,139000,-0.19,-0.4883,38.6111,26.4963,
000001.SZ,平安银行,1991-05-30,38.72,38.53,38.53,38.53,38.53,1400,54000,-0.19,-0.4907,38.5714,26.3663,
000001.SZ,平安银行,1991-05-31,38.53,38.34,38.34,38.34,38.34,100,4000,-0.19,-0.4931,40,26.2363,
000001.SZ,平安银行,1991-06-03,38.34,37.96,37.96,37.96,37.96,700,26000,-0.38,-0.9911,37.1429,25.9762,
000001.SZ,平安银行,1991-06-04,37.96,37.77,37.77,37.77,37.77,100,4000,-0.19,-0.5005,40,25.8462,
000001.SZ,平安银行,1991-06-05,37.77,37.77,37.77,37.77,37.77,--,--,0,0,--,25.8462,
000001.SZ,平安银行,1991-06-06,37.77,37.39,37.39,37.39,37.39,400,15000,-0.38,-1.0061,37.5,25.5862,
000001.SZ,平安银行,1991-06-07,37.39,37.2,37.2,37.2,37.2,100,4000,-0.19,-0.5082,40,25.4562,
000001.SZ,平安银行,1991-06-10,37.2,36.82,36.82,36.82,36.82,1500,55000,-0.38,-1.0215,36.6667,25.1961,
000001.SZ,平安银行,1991-06-11,36.82,36.64,36.64,36.64,36.64,1200,44000,-0.18,-0.4889,36.6667,25.073,
000001.SZ,平安银行,1991-06-12,36.64,36.46,36.46,36.46,36.46,1500,55000,-0.18,-0.4913,36.6667,24.9498,
000001.SZ,平安银行,1991-06-13,36.46,36.28,36.28,36.28,36.28,3400,123000,-0.18,-0.4937,36.1765,24.8266,
000001.SZ,平安银行,1991-06-14,36.28,36.1,36.1,36.1,36.1,700,25000,-0.18,-0.4961,35.7143,24.7034,
000001.SZ,平安银行,1991-06-17,36.1,35.74,35.74,35.74,35.74,500,18000,-0.36,-0.9972,36,24.4571,
000001.SZ,平安银行,1991-06-18,35.74,35.56,35.56,35.56,35.56,1000,35000,-0.18,-0.5036,35,24.3339,
000001.SZ,平安银行,1991-06-19,35.56,35.38,35.38,35.38,35.38,5700,202000,-0.18,-0.5062,35.4386,24.2107,
