代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),均价(元),市盈率,
000059.SZ,华锦股份,1997-01-30,--,10.6,11.85,10.58,11.2,88937700,996260034.4,--,--,11.2018,32.9488,
000059.SZ,华锦股份,1997-01-31,11.2,10.99,11.5,10.86,11.29,25378300,283746604.1,0.09,0.8036,11.1807,33.2136,
000059.SZ,华锦股份,1997-02-17,11.29,11.36,12.4,11.29,12.06,21906400,259543424.8,0.77,6.8202,11.8478,35.4788,
000059.SZ,华锦股份,1997-02-18,12.06,12.05,12.17,10.85,10.85,24827000,284141101.2,-1.21,-10.0332,11.4448,31.9191,
000059.SZ,华锦股份,1997-02-19,10.85,11.05,11.94,11.05,11.94,24833000,287745189.7,1.09,10.0461,11.5872,35.1258,
000059.SZ,华锦股份,1997-02-20,11.94,10.75,12.8,10.75,12.36,39743700,475629021.1,0.42,3.5176,11.9674,36.3613,
000059.SZ,华锦股份,1997-02-21,12.36,12.5,12.55,12,12.4,15433300,189133390.7,0.04,0.3236,12.2549,36.479,
000059.SZ,华锦股份,1997-02-24,12.4,12.54,12.56,11.99,12.22,11416900,140097815.1,-0.18,-1.4516,12.2711,35.9495,
000059.SZ,华锦股份,1997-02-25,12.22,12.1,12.4,12.02,12.12,8119100,98985311.5,-0.1,-0.8183,12.1917,35.6553,
000059.SZ,华锦股份,1997-02-26,12.12,12.16,12.29,11.95,12.21,7375500,89141960,0.09,0.7426,12.0862,35.9201,
000059.SZ,华锦股份,1997-02-27,12.21,12.26,12.4,12.05,12.14,9932500,121071335.4,-0.07,-0.5733,12.1894,35.7141,
000059.SZ,华锦股份,1997-02-28,12.14,12.12,12.3,11.91,12.1,6965600,84412285.1,-0.04,-0.3295,12.1185,35.5965,
000059.SZ,华锦股份,1997-03-03,12.1,12.18,12.75,12.01,12.61,11825400,147742436.6,0.51,4.2149,12.4937,37.0968,
000059.SZ,华锦股份,1997-03-04,12.61,12.6,12.6,12.1,12.33,8384600,103361372.4,-0.28,-2.2205,12.3275,36.2731,
000059.SZ,华锦股份,1997-03-05,12.33,12.3,12.7,12.12,12.2,5983700,74056599.4,-0.13,-1.0543,12.3764,35.8907,
000059.SZ,华锦股份,1997-03-06,12.2,12.15,12.35,12.06,12.23,4656300,56790719.4,0.03,0.2459,12.1965,35.9789,
000059.SZ,华锦股份,1997-03-07,12.23,12.28,12.4,12.01,12.16,4595500,55965001.1,-0.07,-0.5724,12.1782,35.773,
000059.SZ,华锦股份,1997-03-10,12.16,12.08,12.5,12.08,12.27,5290900,65015654.8,0.11,0.9046,12.2882,36.0966,
000059.SZ,华锦股份,1997-03-11,12.27,12.3,12.59,12.2,12.32,6032600,74652801,0.05,0.4075,12.3749,36.2437,
